row ID,row m/z,row retention time,row ion mobility,row ion mobility unit,row CCS,correlation group ID,annotation network number,best ion,auto MS2 verify,identified by n=,partners,neutral M mass,191105_AR_Panax_Pos.mzML Peak area,191105_AR_Ginkgo_Pos.mzML Peak area,191105_AR_Arnica_Pos.mzML Peak area,191105_AR_Cinchona_Pos.mzML Peak area,191105_AR_Salvia_Pos.mzML Peak area,
3306,359.1329884953156,1.535307,,,,486,,,,,,,0,321.21118,0,1237144.0,0,
11847,359.147378396927,4.388532,,,,304,621,[M+Na]+,,2,11534;11847,336.15739,0,0,2949.4805,4462.4873,18593.055,
6125,359.1483225260511,2.5141687,,,,386,,,,,,,0,2696.3892,1514.4564,0,9215.549,
17990,359.1486185191604,6.860641,,,,609,989,[M+H]+,,2,17945;17990,358.14165,0,0,0,0,14171.3,
3060,359.1516815799092,1.4211082,,,,208,,,,,,,0,5891.478,17183.758,0,0,
9143,359.16745605265794,3.5943353,,,,897,495,[M+Na]+,,2,9142;9143,336.17816,0,0,6564.5625,0,0,
3927,359.16987256647036,1.5548588,,,,843,152,[M+H]+,,2,3325;3927,358.16259,0,56775.523,5826.541,0,19057.621,
342,359.19590285448453,0.20947471,,,,295,,,,,,,0,0,0,200622.14,0,
4599,359.22840390123326,1.9969395,,,,202,,,,,,,14592.61,0,0,0,0,
1576,360.12839862556973,0.8417067,,,,444,56,[M+NH4]+,,3,1576;1577;1574,342.09482,403.90485,6294.0317,464.74982,0,17381.035,
15841,360.1341869922434,6.1712184,,,,422,,,,,,,10110.445,0,0,0,0,
151,360.1495517184202,0.18969066,,,,295,5,[M+NH4]+,,3,94;109;151,342.11567,934155.6,96337.51,68738.97,27986.373,92667.75,
16542,360.15015655629696,6.412148,,,,812,922,[M+NH4]+,,2,16542;16543,342.11629,4492.9844,0,0,0,0,
1820,360.1677435542517,0.8816387,,,,500,67,[M+NH4]+,,2,1820;1821,342.13305,397.85535,14962.246,2808.0552,0,430.81403,
6443,360.16786658728876,2.560251,,,,836,333,[M+NH4]+,,2,6443;6423,342.133,0,227.99129,262.1529,0,3972.7139,
17263,360.19336211082936,6.6318297,,,,576,952,[M+NH4]+,,2,17283;17263,342.1594,2666.6604,0,0,0,0,
4871,360.200770778526,2.091918,,,,377,240,[M+NH4]+,,2,4871;4872,342.1672,0,0,0,623.30676,5348.585,
4549,360.2124053498354,2.034552,,,,,,,,,,,6518.6367,0,2080.3774,0,0,
11429,361.04109545270103,4.3694286,,,,226,,,,,,,0,0,0,52911.793,0,
3683,361.04450433991275,1.6728112,,,,748,174,[M+Na]+,,2,3683;3684,338.05471,0,0,14975.93,0,0,
7996,361.051830082222,3.1378157,,,,836,,,,,,,0,18594.105,266.94736,0,7886.382,
2814,361.0896278420865,1.3799872,,,,622,,,,,,,14063.564,0,386.5,6897.484,2075.1475,
7721,361.09146533631326,3.1421986,,,,836,423,[M+H]+,,5,7721;7726;7723;7748;7753,360.08412,0,0,0,0,661669.7,
10154,361.1269732622852,3.7997196,,,,9,,,,,,,0,926.97485,0,0,12360.687,
2266,361.14289141154376,1.0712235,,,,258,,,,,,,0,0,0,0,22756.951,
13297,361.16281282224264,5.140028,,,,601,,,,,,,0,0,12805.227,0,23766.611,
14838,361.16447988624077,5.7323503,,,,864,812,[M+H]+,,1,15203,360.15699,0,0,6134.3374,0,64304.39,
17303,361.1644840961946,6.6578655,,,,420,954,[M+H-H2O]+,,2,17281;17303,378.16796,0,0,0,0,36161.973,
6506,361.1645775875865,2.6885328,,,,836,,,,,,,734.80444,10085.359,0,2408.8918,23725.102,
15724,361.1646016942103,6.121484,,,,422,868,[M+H-H2O]+,,3,15724;15704;15705,378.16783,0,0,0,0,42769.91,
16031,361.16467390336567,6.2601476,,,,641,887,[M+H]+,,2,16048;16031,360.15754,0,0,0,0,141942.34,
2701,362.0596385865553,1.2848088,,,,208,,,,,,,0,54023.457,0,0,0,
7030,362.07157804191746,2.8571436,,,,836,,,,,,,6991.4272,0,7696.071,0,5759.629,
13199,362.09727896128686,5.253234,,,,333,,,,,,,0,0,313.09344,93579.914,0,
12054,362.1001281889987,4.606925,,,,853,,,,,,,0,0,0,18595.637,0,
6396,362.13046778998654,2.640569,,,,742,,,,,,,0,0,50077.58,0,0,
4029,362.14462008241003,1.7796803,,,,486,,,,,,,0,32053.96,0,0,0,
10688,362.1493794082311,4.1509595,,,,167,,,,,,,0,0,0,60018.344,0,
18107,362.1954429752449,6.9127,,,,576,1001,[M+NH4]+,,4,18122;18535;18107;18123,344.16173,0,0,334100.62,0,315934.38,
9483,362.195820307564,3.712476,,,,836,,,,,,,0,0,16890.375,0,0,
15414,362.1962627485311,6.0293655,,,,422,860,[M+NH4]+,,3,15447;15414;15471,344.16213,0,0,0,0,104916.08,
13472,362.6553636741049,5.177276,,,,910,,,,,,,0,0,17285.71,0,0,
5355,363.0560049030888,2.2812376,,,,443,,,,,,,0,0,0,326842.75,3488.891,
6071,363.0561423899453,2.4153805,,,,319,,,,,,,0,0,0,77481.086,2919.9324,
9179,363.0577450166653,3.604028,,,,836,,,,,,,0,0,0,333959.53,0,
1494,363.11852025797253,0.76539576,,,,387,,,,,,,0,10877.721,0,0,0,
3338,363.1203074134605,1.5568964,,,,843,,,,,,,0,22728.055,0,0,0,
16389,363.133133060828,6.352865,,,,578,909,[M+Na]+,,3,16388;16389;16402,340.14395,6883.3228,0,0,0,0,
17786,363.1445026549995,6.785881,,,,576,979,[M+H-H2O]+,,2,17786;17809,380.14715,0,0,0,0,20845.113,
11312,363.14663420479326,4.3345027,,,,797,,,,,,,0,0,0,0,29557.69,
1324,363.17644251231616,0.67670923,,,,687,,,,,,,241849.53,0,0,0,0,
16823,363.1798610022877,6.2378426,,,,641,,,,,,,0,0,3975.9128,0,98794.83,
18055,363.18000030149574,6.754841,,,,,,,,,,,0,0,190.28201,0,70332.375,
9628,363.1800484821823,3.778817,,,,836,,,,,,,0,0,0,0,18763.83,
14706,363.1801684468429,5.633398,,,,846,805,[M+H-H2O]+,,2,14706;14688,380.18357,0,0,87326.78,0,15463.849,
15664,363.18018207308734,6.101537,,,,641,,,,,,,0,0,17108.094,0,17800.885,
10495,363.2000444876246,4.0695944,,,,836,558,[M+H-H2O]+,,3,10495;10496;10497,380.20382,0,0,1834.0579,0,0,
11068,363.2005959576613,4.2627263,,,,662,592,[M+H-H2O]+,,2,11069;11068,380.20399,0,0,14355.79,0,0,
16468,363.2057423402452,6.3780065,,,,576,915,[M+2H]+2,,2,16468;16483,724.39588,0,0,0,6000.6987,0,
14060,363.25065634187894,5.4345183,,,,601,772,[M+Na]+,,2,14060;14058,340.26153,0,0,6305.823,0,0,
14678,363.27377186708895,5.7020545,,,,880,807,[M+H]+,,3,14692;14681;14678,362.26658,0,54002.41,8090.012,0,4443.6426,
1018,363.9726449730867,0.52224374,,,,464,,,,,,,0,150725.42,24519.44,163221.22,14620.873,
1119,364.0092493501008,0.56731457,,,,798,,,,,,,0,0,0,0,8866.196,
3485,364.05189928352985,1.5660472,,,,673,,,,,,,0,0,1822.0801,0,38717.004,
5715,364.06367836912494,2.3516824,,,,744,,,,,,,0,299859.66,3825.8467,13475.732,239.02615,
6594,364.0640452191181,2.5046241,,,,,,,,,,,0,18487.01,4231.9214,27124.63,0,
8406,364.1386874601437,3.3506403,,,,556,,,,,,,12785.394,0,0,0,0,
12006,364.1756167186076,4.586784,,,,226,653,[M+NH4]+,,3,12008;12027;12006,346.14189,0,0,0,0,174507.06,
10514,364.21191608841895,4.169402,,,,836,,,,,,,0,0,27839.727,0,328.7158,
14509,364.2120133974304,5.62821,,,,773,797,[M+NH4]+,,5,14560;14566;14473;14487;14509,346.17806,0,0,0,0,1143036.2,
17692,364.21208053264314,6.75578,,,,576,975,[M+NH4]+,,3,17692;17740;17588,346.17835,0,0,600996.3,0,826792.2,
15436,364.2121076141475,6.035601,,,,422,864,[M+NH4]+,,7,15412;15353;15431;15373;15436;15354;15369,346.17805,0,0,0,0,1782747.9,
2729,364.22165512924386,1.2938007,,,,,,,,,,,24200.701,0,0,0,0,
18428,364.22619669528683,7.0164003,,,,875,1010,[M+NH4]+,,2,18465;18428,346.19222,0,0,0,0,11802.157,
18930,364.22655721558493,7.146391,,,,576,1034,[M+NH4]+,,2,18911;18930,346.19263,0,0,0,0,4597.1904,
1016,364.9805367276589,0.5204448,,,,464,,,,,,,0,143088.66,21274.504,132881.27,17674.184,
1295,365.03514824381256,0.66643393,,,,695,37,[M+K]+,,2,1293;1295,326.07266,0,22237.217,0,0,0,
2242,365.053551526577,1.0595503,,,,527,,,,,,,0,38672.043,0,0,9361.492,
6472,365.08180708962584,2.6760614,,,,591,,,,,,,0,11841.787,0,0,0,
1577,365.0842089597121,0.7886776,,,,444,56,[M+Na]+,,3,1576;1577;1574,342.09482,0,0,0,0,19358.996,
8086,365.1004674237116,3.2655835,,,,836,441,[M+K]+,,5,8099;8106;8100;8071;8086,326.13666,0,0,9439.412,0,0,
94,365.10491553371935,0.18712065,,,,295,5,[M+Na]+,,3,94;155;151,342.11567,1215967.0,1025957.0,197081.83,176145.48,354630.56,
16154,365.10518453028914,6.306711,,,,782,889,[M+Na]+,,5,16153;16154;16152;16165;16166,342.11566,45504.234,0,0,0,0,
16543,365.10546404121015,6.412148,,,,812,922,[M+Na]+,,2,16542;16543,342.11629,5593.7764,0,0,0,0,
6423,365.12117366840573,2.649977,,,,836,333,[M+Na]+,,2,6443;6423,342.133,0,0,0,0,2547.1802,
1821,365.1214060967472,0.88907456,,,,500,67,[M+Na]+,,2,1820;1821,342.13305,0,11637.56,1711.6041,0,0,
13359,365.1257836666661,5.1327715,,,,104,,,,,,,0,0,0,7031.1436,0,
18954,365.1414050785391,7.1731606,,,,467,,,,,,,0,63761.3,0,0,6665.0176,
4872,365.15716905272006,2.1296577,,,,377,240,[M+Na]+,,3,4871;4872;4870,342.1672,0,0,0,0,46248.598,
14795,365.1599179630617,5.7445073,,,,846,813,[M+H]+,,2,14795;14750,364.15267,0,0,0,0,44680.812,
17280,365.1789572393986,6.6360803,,,,420,951,[M+H-H2O]+,,2,17280;17251,382.18239,0,0,0,0,14871.937,
1020,365.19140553202374,0.5233263,,,,882,,,,,,,9893.039,0,63306.234,0,0,
5578,365.1932754080909,2.359787,,,,,,,,,,,89137.19,0,0,0,0,
18214,365.2097138205695,6.9753633,,,,576,1006,[M+NH4]+,,2,18256;18214,347.17351,0,0,533.75977,0,34384.742,
15962,365.232225661628,6.249013,,,,641,,,,,,,0,3829.301,10335.355,378.21594,5491.4956,
8,365.9029388199856,0.124542356,,,,,,,,,,,1513.521,2468.2605,1170.7949,6447.58,2015.1505,
6767,366.10963501361067,2.7647412,,,,836,,,,,,,0,0,141511.2,0,0,
17237,366.16145521450915,6.624738,,,,,,,,,,,0,24463.25,0,0,44767.496,
18687,366.1624708193952,7.1109242,,,,467,,,,,,,0,227523.81,541.3148,0,13293.715,
13730,366.1911687533056,5.20188,,,,732,,,,,,,0,0,2498.3257,0,26106.957,
696,366.2116481563113,0.48843765,,,,,,,,,,,0,266.50177,0,0,13196.657,
3218,366.2118749596552,1.4961348,,,,367,139,[M+NH4]+,,3,3024;3440;3218,348.17823,16273.066,4148.7476,0,0,2393.9985,
4732,366.2119631728701,2.057883,,,,697,234,[M+NH4]+,,2,4732;4722,348.17818,0,10015.134,7483.358,0,3428.463,
1010,366.9791150173463,0.52043647,,,,464,,,,,,,0,20296.795,1641.6597,20419.754,714.3126,
7119,367.0554242230941,2.8868566,,,,836,379,[M+Na]+,,2,7119;7078,344.06576,0,0,0,0,17722.457,
4888,367.055474864451,2.135307,,,,643,,,,,,,3514.7646,0,10354.433,0,52079.875,
3655,367.0623194381823,1.6655592,,,,748,,,,,,,0,0,8350.305,0,0,
15473,367.0790855368869,6.0544157,,,,422,861,[M+Na]+,,2,15473;15444,344.08972,0,0,0,0,261107.72,
6054,367.0854571127737,2.537847,,,,836,,,,,,,0,27081.63,0,0,6035.35,
1873,367.0890151562595,0.93370235,,,,387,,,,,,,0,381.18805,40350.402,0,0,
10620,367.0918861980262,4.122753,,,,210,,,,,,,9315.837,190.12119,6764.9385,0,1489.1858,
4123,367.0975472822752,1.7302876,,,,486,,,,,,,0,81708.0,347.3017,0,16650.547,
12932,367.1387283120804,4.9764085,,,,601,,,,,,,0,0,0,0,56340.14,
1252,367.1497946902983,0.6476898,,,,91,,,,,,,178689.52,46026.67,398689.38,0,7073.3066,
18122,367.15078611477384,6.9199376,,,,576,1001,[M+Na]+,,5,18122;18107;17791;18123;18109,344.16173,0,0,878706.8,0,185189.83,
15447,367.1515025236391,6.0416946,,,,422,860,[M+Na]+,,3,15447;15414;15471,344.16213,0,0,0,0,77272.4,
10246,367.17498925218325,3.9904926,,,,868,549,[M+H]+,,2,10246;10226,366.16737,0,0,0,0,34957.98,
16115,367.17508860070444,6.296318,,,,576,891,[M+H]+,,2,16116;16115,366.168,0,0,0,0,17907.92,
10949,367.17543944931623,4.240201,,,,786,578,[M+H]+,,2,10949;10930,366.16782,0,0,0,0,37603.973,
14285,367.1772814672842,5.589022,,,,864,,,,,,,0,7859.415,19951.156,0,558094.1,
13706,367.17748451635526,5.3293996,,,,601,751,[M+H]+,,2,13706;13593,366.16923,0,3490.9722,19489.93,0,178955.19,
12952,367.1775856388221,5.111957,,,,601,,,,,,,0,2205.0073,19523.582,0,13268.998,
3245,367.196201543514,1.5177882,,,,223,154,[M+H]+,,1,3258,366.18864,0,0,3902.8318,0,369.32812,
12711,367.20133668878515,4.8773813,,,,,,,,,,,0,0,0,10004.597,0,
14417,367.2019982282924,5.59337,,,,,,,,,,,0,0,0,7054.7705,0,
14699,367.2112730988631,5.7129617,,,,773,808,[M+H]+,,3,14712;14699;14694,366.20401,0,0,12736.112,0,55519.047,
18647,367.2113675466158,7.016409,,,,576,1012,[M+H]+,,2,18240;18616,366.20392,0,0,39247.883,0,681.70026,
13615,367.2117795960727,5.2659473,,,,603,745,[M+H]+,,1,13603,366.20446,0,0,3216.1072,0,61464.33,
4664,367.232432892718,2.021615,,,,802,,,,,,,0,0,9230.967,0,0,
7944,368.05970157697885,3.20248,,,,836,,,,,,,0,503.5982,3691.3325,0,49144.844,
11907,368.1466945043398,4.5478554,,,,858,,,,,,,0,0,18824.078,0,0,
9565,368.17006298786106,3.6671534,,,,558,,,,,,,0,0,1333.9287,0,19500.186,
13997,368.1826359972071,5.4120045,,,,601,,,,,,,0,0,16291.459,0,4146.0767,
15663,368.2107417457209,6.1010222,,,,422,,,,,,,0,90850.72,13455.526,0,42637.203,
16731,368.22196400917636,6.4664187,,,,,,,,,,,0,0,0,0,195347.84,
1413,368.22715973192066,0.87469906,,,,866,62,[M+NH4]+,,2,1621;1413,350.19355,0,269.50104,1839.1146,0,38699.605,
2719,368.22777533017273,1.2182286,,,,746,115,[M+NH4]+,,3,2719;2592;2901,350.19395,0,4843.2065,9751.791,0,1212.3174,
10009,368.26364712038173,3.9013371,,,,804,532,[M+NH4]+,,3,10010;10008;10009,350.23013,0,0,34918.453,0,0,
10473,368.2641992155368,4.0623507,,,,836,556,[M+NH4]+,,2,10494;10473,350.22999,0,0,10788.922,0,0,
12891,368.57234174857604,4.9562855,,,,888,,,,,,,8337.494,0,0,0,0,
2554,369.0119963291858,1.2107153,,,,470,,,,,,,0,0,653.30444,0,62803.152,
5935,369.049796927655,2.377115,,,,836,,,,,,,0,22093.592,7736.6646,0,4371.4434,
4332,369.0713015339885,1.8911998,,,,486,,,,,,,9304.34,2337.4001,12365.545,0,7694.884,
2918,369.09987510619976,1.3770102,,,,486,,,,,,,0,0,0,344980.8,0,
13383,369.10937228502013,5.139268,,,,931,734,[M+K]+,,9,13416;13423;13397;13421;13380;13382;13396;13377;13383,330.14588,0,0,0,0,49323.92,
4103,369.1173909507573,1.8055124,,,,,,,,,,,21582.26,0,56114.473,20994.012,3446.5403,
12008,369.1311037738629,4.586784,,,,226,653,[M+Na]+,,3,11975;12008;12006,346.14189,0,0,0,0,290865.03,
12717,369.1313685405581,4.8797884,,,,737,694,[M+Na]+,,2,12717;12708,346.14255,0,0,0,0,6378.8877,
5319,369.13237782683535,2.269792,,,,532,277,[M+K]+,,3,5317;5319;5326,330.16826,0,0,0,0,6176.1406,
1722,369.15245485973657,0.6645532,,,,735,,,,,,,1883.4164,228.54251,21267.402,0,2844.2056,
13124,369.1665472840101,5.0367937,,,,601,723,[M+Na]+,,2,13124;12912,346.17738,0,0,0,0,24129.87,
15353,369.16686575640506,6.1223755,,,,422,864,[M+Na]+,,8,15419;15412;15353;15431;15436;15418;15354;15369,346.17805,0,0,0,1031.6885,871027.75,
17722,369.16703631928266,6.6889186,,,,576,975,[M+Na]+,,2,17722;17740,346.17835,0,0,1101017.6,712.0165,239860.62,
14560,369.16707346663645,5.634354,,,,773,797,[M+Na]+,,5,14496;14560;14473;14487;14509,346.17806,0,0,0,0,594693.4,
18465,369.1812817112544,7.030863,,,,875,1010,[M+Na]+,,2,18465;18428,346.19222,0,0,0,0,9415.882,
18911,369.1817509408236,7.139164,,,,576,1034,[M+Na]+,,2,18911;18930,346.19263,0,0,0,0,3720.8867,
3290,369.19037955143483,1.5286412,,,,486,155,[M+H-H2O]+,,2,3290;3644,386.19387,0,0,2355.917,0,12167.86,
6943,369.1907909521862,2.806669,,,,547,374,[M+H]+,,1,6936,368.18259,0,4710.4355,11356.938,0,89045.71,
13669,369.195450441578,5.2863064,,,,601,,,,,,,0,0,23340.906,0,17720.105,
14446,369.2632375494858,5.595331,,,,324,,,,,,,31910.283,0,15619.32,0,0,
2287,370.0201371386754,1.1396718,,,,768,,,,,,,395.61945,413.87827,14435.213,0,4309.833,
4636,370.0557719986187,2.010804,,,,834,,,,,,,3751.1702,0,6181.725,0,1438.7885,
4209,370.1117548276717,1.852549,,,,604,,,,,,,5501.384,0,0,0,0,
11186,370.1622011797143,4.3426433,,,,475,,,,,,,0,0,84528.76,0,408.3391,
18256,370.1624033791882,6.9570966,,,,576,1006,[M+Na]+,,3,18238;18256;18214,347.17351,0,0,0,0,17145.158,
12353,370.22149671868465,4.6653023,,,,21,669,[M+NH4]+,,2,12353;12352,352.18786,0,0,12430.242,1998.3387,0,
16077,370.22269614789855,6.289072,,,,576,894,[M+NH4]+,,3,16078;16283;16077,352.18854,0,0,0,0,21619.41,
18258,370.6805043417704,6.7629747,,,,576,,,,,,,0,0,0,15601.89,547.03015,
18612,370.68054721761644,7.0756598,,,,478,,,,,,,0,0,0,35193.68,0,
777,370.9669291985696,0.46119207,,,,,,,,,,,6593.4897,78946.766,1239.6223,1208.5071,74206.42,
536,370.97262083020746,0.26840514,,,,295,,,,,,,197517.36,5971.2676,20579.219,214406.84,2476.678,
7056,371.07141917694776,2.8683214,,,,319,,,,,,,0,419003.8,0,61253.484,0,
15502,371.124971924396,6.0610447,,,,422,866,[M+K]+,,5,15589;15590;15502;15639;15595,332.1618,0,0,33921.508,0,0,
17024,371.1250549010198,6.5454144,,,,576,953,[M+K]+,,3,17240;17022;17024,332.16237,0,0,27729.291,0,0,
18222,371.1446895341425,6.9714274,,,,576,,,,,,,0,0,0,32165.777,17263.945,
5130,371.1464991651476,2.1808753,,,,203,252,[M+K]+,,6,5017;5144;5021;5130;5143;5142,332.18322,0,0,568.23083,0,18927.967,
12884,371.1466227404081,4.939256,,,,601,690,[M+Na]+,,2,12884;12575,348.15719,0,0,3492.8403,1570.0947,26927.717,
6928,371.14816542886507,2.8197443,,,,855,,,,,,,0,1943.3569,290.40674,0,7034.583,
4077,371.1671739328242,1.8609307,,,,490,,,,,,,13686.193,2132.3826,7104.2944,0,4497.0195,
3024,371.1673337717941,1.4022136,,,,367,139,[M+Na]+,,2,3024;3218,348.17823,14062.709,3972.9932,353.03772,0,16611.668,
4722,371.16744578070166,2.0530567,,,,697,234,[M+Na]+,,2,4732;4722,348.17818,0,35195.227,6715.38,0,8186.7095,
3440,371.16774242304245,1.4985389,,,,367,139,[M+Na]+,,2,3440;3218,348.17823,14062.709,26140.107,0,0,6302.5913,
7166,371.1780545961768,2.911335,,,,808,,,,,,,0,0,0,51554.57,0,
4174,371.19643073014436,1.8332133,,,,259,,,,,,,0,0,0,54447.35,0,
7439,371.20590867367974,3.0011597,,,,836,,,,,,,0,7365.471,31993.295,688.65234,129702.6,
7011,371.20592252267136,2.8575723,,,,836,369,[M+H]+,,3,7113;7012;7011,370.19882,0,70814.84,107444.45,688.65234,502509.9,
8475,371.20608472504773,3.2635136,,,,,,,,,,,0,10024.209,2393.6182,0,85111.055,
4219,372.0618109220118,1.8545548,,,,486,,,,,,,0,38581.004,0,0,0,
15563,372.1151026420475,6.0712814,,,,860,,,,,,,0,0,0,25726.268,0,
1966,372.1284924202119,0.9422541,,,,7,79,[M+NH4]+,,4,1968;1966;1988;1962,354.09457,0,0,1034.4905,149539.05,2242.3616,
13935,372.1444597777409,5.5579267,,,,,,,,,,,0,3867.8484,0,699.5687,0,
2219,372.16536403960635,1.0523368,,,,527,90,[2M+NH4]+,,2,2219;2185,177.06611,0,22733.178,0,0,2375.6064,
13260,372.252844666556,5.073085,,,,601,,,,,,,0,0,0,0,55694.145,
2801,372.25893061146496,1.3273418,,,,208,,,,,,,8456.043,10025.139,11292.385,3018.585,24311.506,
15801,373.0670346514115,6.150073,,,,422,,,,,,,0,0,0,0,68417.555,
14927,373.0670773746387,5.8193526,,,,438,,,,,,,0,0,0,0,189375.83,
8961,373.0979840525926,3.5137835,,,,836,,,,,,,0,0,0,0,36636.926,
3677,373.1124961058407,1.7232645,,,,486,178,[M+H]+,,2,3678;3679,372.10561,0,0,0,1742.8698,9425.3,
16230,373.1403095840794,6.310768,,,,576,900,[M+K]+,,3,16230;16142;16228,334.17777,0,0,79112.06,0,0,
17750,373.1412725337748,6.581145,,,,,,,,,,,0,0,1726.6226,4907.5337,0,
12876,373.14212069133475,4.945383,,,,874,,,,,,,0,0,0,9090.108,0,
13273,373.1504179610471,5.0850797,,,,462,,,,,,,0,7455.468,0,0,0,
15930,373.15814646213215,6.3902225,,,,,,,,,,,0,0,4933.905,36427.91,0,
9509,373.16729094518223,3.7197032,,,,836,,,,,,,0,0,11865.384,0,0,
2091,373.18306641821755,1.0662464,,,,387,,,,,,,0,6486.4805,16095.298,0,16630.441,
2592,373.1832525304676,1.3221223,,,,746,115,[M+Na]+,,2,2719;2592,350.19395,0,5975.147,30166.736,0,5745.4277,
3340,373.18334397960706,1.3882442,,,,208,,,,,,,0,14967.477,29258.072,0,5290.8545,
2359,373.1938394003837,1.1968813,,,,766,,,,,,,0,325.06662,0,2421242.8,0,
6335,373.1940880615741,2.618741,,,,841,,,,,,,0,0,0,352438.94,0,
13876,373.1965590524936,5.357662,,,,601,768,[M-H+2Na]+,,2,13876;14008,328.22499,0,0,1494.7412,0,1204.3263,
4668,373.21211988556803,2.0251827,,,,535,,,,,,,0,0,0,45789.918,0,
10010,373.22022953518456,3.8034258,,,,804,532,[M+Na]+,,3,10010;10008;10009,350.23013,0,22574.643,35961.617,0,0,
9979,373.22055248619654,3.8839452,,,,,,,,,,,0,22259.322,13022.945,0,0,
8048,373.2217483258689,3.1732924,,,,371,427,[M+H]+,,1,8374,372.21488,0,32877.7,12687.154,0,3252.6724,
6437,373.2217814246654,2.8151932,,,,708,,,,,,,0,158782.9,406.81256,0,0,
4585,373.2218859596932,1.9923309,,,,486,228,[M+H-H2O]+,,3,4624;4585;4604,390.22531,0,9052.023,0,0,0,
617,373.97832495549943,0.28523454,,,,295,,,,,,,80547.54,9076.302,115545.266,5068.354,144638.14,
4779,374.0863962548044,2.0475757,,,,427,,,,,,,0,0,0,1893.9563,6624.823,
7798,374.08666900177906,3.14949,,,,836,420,[M+NH4]+,,3,7798;7830;7794,356.05265,0,0,0,0,62929.117,
4764,374.1443861002085,2.079151,,,,325,,,,,,,0,0,6568.3066,0,298.5395,
2864,374.14455199494165,1.3504299,,,,208,,,,,,,0,17692.254,1436.358,0,6030.203,
15923,374.1604029584262,6.0622244,,,,,,,,,,,0,1310.2837,0,7582.371,0,
3425,374.18086097970416,1.5157369,,,,928,157,[M+NH4]+,,2,3425;3436,356.14713,0,1396.3389,22624.768,0,4279.142,
8769,374.18095385177367,3.4557106,,,,836,,,,,,,1603.0703,0,53459.836,2002.2402,0,
13877,374.2898226735352,5.414269,,,,601,767,[2M+NH4]+,,2,13877;13860,178.12818,0,356.41583,6982.8564,0,9229.646,
5858,375.10700131420907,2.5348194,,,,704,314,[M+H]+,,1,5514,374.10004,0,0,11498.161,12862.109,576.6287,
